CATEGORY,SIZE,PRICE,CONTENT RATING,TYPE,INSTALLS,RATING,Free,Paid,REVIEWS
Communication,0.0,0.0,Everyone,Free,1000000,3.3,1,0,3044.0
Productivity,26.0,0.0,Everyone,Free,10000000,4.6,1,0,22775.0
Travel And Local,14.0,0.0,Everyone,Free,10000000,3.6,1,0,32862.0
Lifestyle,0.0,0.0,Everyone,Free,10000000,3.8,1,0,2300.0
Tools,6.1,0.0,Everyone,Free,10000000,3.9,1,0,18513.0
Family,34.0,0.0,Everyone,Free,500000,3.4,1,0,2445.0
Family,96.0,0.0,Everyone,Free,1000000,3.7,1,0,38606.0
Communication,0.0,0.0,Everyone,Free,10000000,3.7,1,0,13761.0
Communication,5.3,0.0,Everyone,Free,500,3.7,1,0,10.0
Business,7.5,0.0,Everyone,Free,100000,4.7,1,0,4162.0
Communication,3.3,0.0,Everyone,Free,1000,4.2,1,0,16.0
Game,23.0,0.0,Everyone,Free,1000000,3.6,1,0,16521.0
Family,2.1,0.0,Everyone,Free,100000,4.0,1,0,664.0
Family,4.1,0.0,Everyone,Free,100000,3.8,1,0,762.0
Family,8.2,0.0,Everyone,Free,10000,3.7,1,0,681.0
Family,3.9,0.0,Everyone,Free,10000,4.0,1,0,97.0
Food And Drink,10.0,0.0,Everyone,Free,50,4.0,1,0,0.0
Family,47.0,0.0,Everyone,Free,5000,4.1,1,0,25.0
Family,23.0,0.0,Everyone,Free,1000,3.8,1,0,6.0
Family,25.0,0.0,Everyone,Free,10000,3.5,1,0,91.0
Lifestyle,8.7,0.0,Everyone,Free,1000,4.1,1,0,9.0
Communication,3.7,0.0,Everyone,Free,1000,4.1,1,0,4.0
Family,49.0,0.0,Everyone,Free,10000,4.3,1,0,259.0
Family,5.6,0.0,Everyone,Free,50000,3.5,1,0,174.0
Tools,0.0,0.0,Everyone,Free,100000,4.4,1,0,631.0
Tools,0.0,2.49,Everyone,Paid,1000,4.3,0,1,35.0
Video Players,44.0,0.0,Everyone,Free,1000,4.4,1,0,43.0
Tools,0.0,0.0,Everyone,Free,100000000,4.5,1,0,6207063.0
Productivity,24.0,0.0,Everyone,Free,10000000,4.4,1,0,1188154.0
Family,0.0,0.0,Teen,Free,5,4.4,1,0,0.0
News And Magazines,0.0,0.0,Everyone,Free,100000,4.1,1,0,2808.0
Communication,0.0,0.0,Teen,Free,1000000,4.0,1,0,7317.0
Tools,4.7,0.0,Everyone,Free,500,4.0,1,0,9.0
Tools,24.0,0.0,Everyone,Free,100,4.0,1,0,2.0
Family,26.0,0.0,Everyone,Free,10,4.0,1,0,0.0
Family,1.7,0.0,Teen,Free,100,4.0,1,0,1.0
News And Magazines,0.0,0.0,Everyone,Free,100000,4.1,1,0,1948.0
Video Players,3.7,0.0,Everyone,Free,100000,4.3,1,0,1659.0
News And Magazines,17.0,0.0,Everyone,Free,500,4.6,1,0,9.0
Business,13.0,19.9,Everyone,Paid,100,4.6,0,1,3.0
Books And Reference,3.9,0.0,Everyone,Free,5000,4.2,1,0,8.0
Family,17.0,0.0,Everyone,Free,1000,4.6,1,0,11.0
Finance,3.0,0.0,Everyone,Free,100000,4.6,1,0,4546.0
Video Players,10.0,0.0,Everyone,Free,1000000,4.1,1,0,15765.0
Lifestyle,3.4,0.0,Everyone,Free,500,4.6,1,0,10.0
Business,9.0,0.0,Everyone,Free,10,4.6,1,0,0.0
Video Players,2.6,0.0,Everyone,Free,50000,4.4,1,0,569.0
Personalization,0.2,0.99,Everyone,Paid,1,4.4,0,1,2.0
Tools,19.0,0.0,Everyone,Free,5,4.4,1,0,0.0
Lifestyle,28.0,0.0,Everyone,Free,50,4.4,1,0,5.0
Tools,0.0,0.0,Everyone,Free,1000,4.4,1,0,1.0
Game,76.0,0.0,Teen,Free,500000,4.2,1,0,3845.0
Business,1.2,0.0,Teen,Free,10,4.2,1,0,8.0
Health And Fitness,11.0,0.0,Everyone,Free,10,4.2,1,0,0.0
Tools,3.8,0.0,Everyone,Free,500,4.3,1,0,12.0
Business,4.0,0.0,Everyone,Free,10,4.3,1,0,1.0
Books And Reference,10.0,0.0,Everyone,Free,5000,4.8,1,0,111.0
Communication,5.2,0.0,Everyone,Free,100000,4.4,1,0,1520.0
Photography,1.6,0.0,Everyone,Free,100000,3.4,1,0,2332.0
Medical,7.3,0.0,Everyone,Free,500,3.7,1,0,3.0
Family,8.9,0.0,Everyone,Free,10000,4.2,1,0,97.0
Business,3.7,0.0,Everyone,Free,1000,4.4,1,0,16.0
Tools,4.7,0.0,Everyone,Free,10000,3.2,1,0,24.0
Libraries And Demo,34.0,0.0,Everyone,Free,1000000,4.2,1,0,11087.0
Family,3.4,0.0,Everyone,Free,1000,4.4,1,0,13.0
Tools,2.8,0.0,Everyone,Free,50000,2.1,1,0,149.0
Game,37.0,0.0,Everyone,Free,10000,4.2,1,0,162.0
Video Players,0.0,0.0,Everyone,Free,10000000,4.6,1,0,751911.0
Tools,3.7,0.0,Everyone,Free,5000,4.0,1,0,60.0
Books And Reference,41.0,0.0,Everyone,Free,100000,4.3,1,0,1476.0
News And Magazines,3.8,0.0,Everyone,Free,1000,4.9,1,0,34.0
Health And Fitness,7.0,0.0,Everyone,Free,1000000,4.1,1,0,27501.0
Health And Fitness,3.8,0.0,Everyone,Free,1000,4.7,1,0,21.0
Medical,23.0,9.99,Everyone,Paid,100,4.7,0,1,2.0
Productivity,2.3,2.6,Everyone,Paid,50,4.7,0,1,3.0
Health And Fitness,6.9,0.0,Everyone,Free,100000,4.7,1,0,2071.0
Health And Fitness,11.0,0.0,Everyone,Free,100000,4.6,1,0,299.0
Health And Fitness,10.0,0.0,Everyone,Free,10000000,4.8,1,0,69279.0
Health And Fitness,15.0,0.0,Everyone,Free,1000000,4.8,1,0,18604.0
Health And Fitness,0.0,0.0,Everyone,Free,1000000,4.6,1,0,37224.0
Health And Fitness,33.0,0.0,Everyone,Free,100000,4.8,1,0,3908.0
Sports,50.0,4.99,Everyone,Paid,10000,3.9,0,1,654.0
Tools,5.0,0.0,Everyone,Free,50000,3.7,1,0,822.0
Personalization,3.0,0.0,Everyone,Free,1000000,4.1,1,0,66473.0
Tools,2.5,0.0,Everyone,Free,1000,4.2,1,0,25.0
Lifestyle,2.5,0.0,Everyone,Free,10000,4.0,1,0,22.0
Communication,2.4,0.0,Everyone,Free,10000,4.0,1,0,138.0
Tools,2.3,0.0,Everyone,Free,1000,4.0,1,0,5.0
Family,25.0,0.0,Everyone,Free,50000,4.5,1,0,663.0
Family,33.0,0.0,Everyone,Free,50000,4.4,1,0,708.0
Family,23.0,0.0,Everyone,Free,10000,4.6,1,0,124.0
Tools,0.0,0.0,Everyone,Free,100000000,4.1,1,0,76604.0
Business,8.5,0.0,Everyone,Free,100000,4.5,1,0,3079.0
Family,0.0,0.0,Everyone,Free,1000,5.0,1,0,25.0
Weather,0.0,0.0,Everyone,Free,50000000,4.4,1,0,2052905.5
Tools,2.5,0.0,Everyone,Free,100000,4.2,1,0,2447.0
Entertainment,23.0,0.0,Everyone,Free,50000,3.0,1,0,493.0
Finance,0.0,0.0,Everyone,Free,1000000,4.3,1,0,45959.5
Family,48.0,0.0,Teen,Free,500000,3.8,1,0,5964.0
Video Players,32.0,0.0,Everyone,Free,5000000,4.5,1,0,74531.0
Sports,48.0,2.99,Everyone,Paid,500,3.6,0,1,28.0
Medical,39.0,7.99,Everyone,Paid,10000,4.5,0,1,492.0
Tools,0.1,0.0,Everyone,Free,100000,3.3,1,0,999.0
Communication,44.0,0.0,Everyone,Free,10000,3.9,1,0,107.0
Dating,1.2,3.99,Teen,Paid,100,3.9,0,1,4.0
Productivity,1.4,0.0,Everyone,Free,500000,3.8,1,0,5107.0
Tools,0.7,0.0,Everyone,Free,50000,3.8,1,0,208.0
Productivity,0.3,6.49,Everyone,Paid,100,3.4,0,1,16.0
Productivity,0.0,1.29,Everyone,Paid,1000,4.1,0,1,66.0
Family,24.0,0.0,Everyone,Free,10000,4.5,1,0,118.0
Tools,1.5,0.0,Everyone,Free,500000,4.2,1,0,1586.0
Business,11.0,0.0,Everyone,Free,1000000,4.1,1,0,7149.0
Medical,14.0,0.0,Everyone,Free,1000000,4.7,1,0,87418.0
Communication,39.0,0.0,Everyone,Free,10000000,4.1,1,0,121113.0
Productivity,3.2,0.0,Everyone,Free,1000000,4.1,1,0,9914.0
Communication,2.1,0.0,Everyone,Free,1000000,4.0,1,0,8769.0
Photography,1.6,0.0,Everyone,Free,1000000,4.1,1,0,21578.0
Photography,0.0,0.0,Everyone,Free,1000000,4.3,1,0,18325.0
Productivity,1.2,0.0,Everyone,Free,50000,4.5,1,0,107.0
Productivity,1.2,0.0,Everyone,Free,5000,3.6,1,0,26.0
Productivity,1.2,0.0,Everyone,Free,1000,3.6,1,0,9.0
Productivity,1.2,0.0,Everyone,Free,1000,3.6,1,0,17.0
Tools,4.3,0.0,Everyone,Free,1000000,4.1,1,0,14491.0
Family,13.0,0.0,Teen,Free,100,4.1,1,0,0.0
Game,32.0,0.0,Everyone,Free,100000,4.1,1,0,2536.0
Game,24.0,0.0,Everyone,Free,100000,4.5,1,0,1914.0
Productivity,0.0,0.0,Everyone,Free,100000000,4.3,1,0,3015716.6666666665
Productivity,5.3,0.0,Everyone,Free,1000000,4.3,1,0,11402.0
Photography,0.0,0.0,Everyone,Free,5000000,4.4,1,0,65766.0
Photography,0.0,0.0,Everyone,Free,50000000,4.2,1,0,914860.5
Photography,38.0,0.0,Everyone,Free,5000000,4.2,1,0,28390.0
Video Players,59.0,0.0,Everyone,Free,5000000,3.9,1,0,39495.0
Family,37.0,0.0,Everyone,Free,500000,4.2,1,0,2231.0
Family,0.0,0.0,Everyone,Free,100000,4.3,1,0,997.0
Dating,3.8,0.0,Mature,Free,500000,3.3,1,0,1601.0
Dating,5.5,0.0,Teen,Free,10000,2.8,1,0,80.0
Entertainment,0.0,0.0,Everyone,Free,1000000,4.3,1,0,8918.0
Medical,62.0,24.99,Everyone,Paid,100,4.3,0,1,3.0
Tools,0.0,0.0,Everyone,Free,10000000,4.5,1,0,569727.0
Tools,1.6,0.0,Everyone,Free,1000000,4.4,1,0,16192.0
Tools,2.0,2.99,Everyone,Paid,50000,4.7,0,1,6505.0
Tools,0.1,4.99,Everyone,Paid,5000,3.5,0,1,138.0
Tools,0.2,4.99,Everyone,Paid,5000,2.7,0,1,168.0
Tools,0.2,4.99,Everyone,Paid,5000,3.3,0,1,257.0
Tools,0.1,4.99,Everyone,Paid,1000,2.9,0,1,33.0
Tools,0.1,4.99,Everyone,Paid,5000,2.9,0,1,164.0
Tools,0.1,4.99,Everyone,Paid,5000,2.8,0,1,130.0
Productivity,1.5,0.0,Everyone,Free,50000000,4.4,1,0,577059.0
Family,5.6,0.0,Everyone,Free,100000,2.9,1,0,2079.0
Family,9.2,0.0,Everyone,Free,500000,4.7,1,0,7252.0
Family,26.0,0.0,Everyone,Free,500,4.6,1,0,28.0
Game,40.0,4.99,Everyone,Paid,50000,4.1,0,1,4107.0
Game,88.0,0.0,Everyone,Free,1000000,4.3,1,0,24628.0
Family,30.0,0.0,Teen,Free,100000,4.2,1,0,24775.0
Family,35.0,0.0,Teen,Free,1000000,4.3,1,0,22667.0
Family,48.0,0.0,Everyone,Free,100000,3.9,1,0,10114.0
Books And Reference,9.1,0.0,Everyone,Free,10000,4.7,1,0,263.0
Business,4.5,0.0,Everyone,Free,500,4.8,1,0,16.0
Video Players,53.0,0.0,Everyone,Free,10000000,3.3,1,0,381023.0
Photography,15.0,0.0,Everyone,Free,10000000,4.2,1,0,165224.0
Photography,35.0,0.0,Everyone,Free,1000000,4.3,1,0,50893.0
Family,15.0,0.0,Everyone,Free,10,4.3,1,0,0.0
Productivity,2.0,0.0,Everyone,Free,100,4.3,1,0,1.0
Books And Reference,9.7,0.0,Everyone,Free,10000,3.9,1,0,20.0
Books And Reference,6.3,0.0,Everyone,Free,10000,4.1,1,0,114.0
Books And Reference,5.2,0.0,Everyone,Free,1000,4.1,1,0,0.0
Productivity,16.0,0.0,Everyone,Free,1000,2.3,1,0,3.0
Books And Reference,5.9,0.0,Everyone,Free,1000,2.3,1,0,0.0
Tools,18.0,0.0,Everyone,Free,1000,2.3,1,0,2.0
Productivity,43.0,0.0,Everyone,Free,100,2.3,1,0,0.0
Business,74.0,0.0,Everyone,Free,500,5.0,1,0,6.0
Weather,4.6,0.0,Everyone,Free,500,5.0,1,0,0.0
Business,47.0,0.0,Everyone,Free,10,5.0,1,0,0.0
Business,45.0,0.0,Everyone,Free,50,5.0,1,0,0.0
Game,32.0,0.0,Everyone,Free,100000000,4.2,1,0,3816206.5
Tools,3.3,0.0,Everyone,Free,1000000,4.4,1,0,24265.0
Family,5.7,2.49,Everyone,Paid,500,4.6,0,1,71.0
Family,3.3,3.99,Everyone,Paid,10000,4.5,0,1,659.0
Family,40.0,0.0,Mature,Free,100000,4.3,1,0,1894.0
Family,33.0,0.0,Everyone,Free,5000,3.4,1,0,79.0
Family,2.5,0.0,Everyone,Free,100000,4.1,1,0,1060.0
Travel And Local,0.0,0.0,Everyone,Free,10000000,4.6,1,0,263525.0
Family,22.0,0.0,Everyone,Free,50,4.6,1,0,3.0
Family,3.0,0.0,Everyone,Free,100,4.6,1,0,10.0
Family,16.0,0.0,Everyone,Free,100,4.6,1,0,2.0
Sports,5.7,0.0,Everyone,Free,100000,3.5,1,0,1689.0
Game,9.1,0.0,Everyone,Free,50000,3.4,1,0,256.0
Family,10.0,0.0,Everyone,Free,10000,3.9,1,0,536.0
Family,9.8,0.0,Everyone,Free,100000,4.1,1,0,1998.0
Tools,0.0,0.0,Everyone,Free,10000,4.0,1,0,66.0
Education,24.0,0.0,Everyone,Free,100000,4.0,1,0,776.0
Art And Design,5.9,0.0,Everyone,Free,100000,3.4,1,0,486.0
Photography,4.0,2.99,Everyone,Paid,5000,2.7,0,1,90.0
Family,33.0,2.99,Everyone,Paid,0,2.7,0,1,0.0
Productivity,0.2,0.0,Everyone,Free,5000,4.0,1,0,11.0
Maps And Navigation,6.8,0.0,Everyone,Free,1000000,4.3,1,0,14110.0
Travel And Local,6.7,0.0,Everyone,Free,50000,2.2,1,0,83.0
Tools,5.0,0.0,Everyone,Free,1000000,3.4,1,0,29854.0
Travel And Local,37.0,0.0,Everyone,Free,10000000,3.9,1,0,98585.0
Business,31.0,0.0,Everyone,Free,5000000,3.1,1,0,20973.0
Business,0.0,0.0,Everyone,Free,1000000,2.7,1,0,8346.0
Travel And Local,0.0,0.0,Everyone,Free,10000000,4.4,1,0,359481.5
Family,16.0,0.0,Everyone,Free,1000000,4.1,1,0,83427.0
Family,62.0,0.0,Everyone,Free,10000000,4.1,1,0,182363.0
Travel And Local,8.5,0.0,Everyone,Free,1000000,4.2,1,0,6762.0
Medical,86.0,0.0,Everyone,Free,10000,4.3,1,0,123.0
News And Magazines,1.1,0.0,Everyone,Free,500,4.3,1,0,9.0
News And Magazines,22.0,0.0,Everyone,Free,10,4.3,1,0,0.0
Communication,14.0,0.0,Everyone,Free,100,4.3,1,0,5.0
Social,8.7,13.99,Teen,Paid,0,4.3,0,1,0.0
Personalization,4.9,0.0,Everyone,Free,500,4.3,1,0,7.0
Family,55.0,0.0,Teen,Free,50000000,4.3,1,0,1805398.0
Family,9.7,0.0,Mature,Free,1,4.3,1,0,0.0
News And Magazines,0.0,0.0,Everyone,Free,1000000,4.1,1,0,24456.0
News And Magazines,9.0,0.0,Everyone,Free,500000,4.7,1,0,13620.0
Books And Reference,14.0,0.0,Everyone,Free,500000,4.8,1,0,57400.0
Books And Reference,0.0,0.0,Everyone,Free,5000000,4.5,1,0,96419.0
Books And Reference,49.0,0.0,Everyone,Free,1000000,4.6,1,0,41608.0
Family,3.6,0.0,Everyone,Free,1000000,4.7,1,0,7878.0
Books And Reference,23.0,0.0,Everyone,Free,50000,4.7,1,0,1777.0
Books And Reference,16.0,0.0,Everyone,Free,10000000,4.8,1,0,445756.0
Family,22.0,0.0,Everyone,Free,1000000,4.7,1,0,47463.0
Family,3.7,0.0,Teen,Free,100000,4.6,1,0,9952.0
Books And Reference,9.7,0.0,Everyone,Free,10000000,4.6,1,0,361780.0
Books And Reference,11.0,4.49,Everyone,Paid,10000,4.7,0,1,1340.0
Lifestyle,0.0,0.0,Everyone,Free,10000000,4.6,1,0,284670.0
Books And Reference,27.0,0.0,Everyone,Free,50000,4.7,1,0,2319.0
Books And Reference,4.7,0.0,Everyone,Free,10000000,4.6,1,0,218451.0
Books And Reference,27.0,0.0,Everyone,Free,500000,4.5,1,0,12322.0
Family,40.0,0.0,Everyone,Free,100000,4.7,1,0,7116.0
Family,0.3,0.0,Everyone,Free,10000,4.5,1,0,199.0
Books And Reference,5.9,0.0,Everyone,Free,5000000,4.6,1,0,90468.0
Finance,0.0,0.0,Everyone,Free,100,4.6,1,0,0.0
Family,29.0,0.0,Everyone,Free,10000,4.3,1,0,218.0
Sports,12.0,0.0,Everyone,Free,1000,4.7,1,0,19.0
Travel And Local,28.0,0.0,Everyone,Free,10000,4.4,1,0,71.0
Lifestyle,9.5,0.0,Everyone,Free,100,3.2,1,0,5.0
Tools,0.0,0.0,Everyone,Free,5000000,4.3,1,0,114788.0
Tools,11.0,0.0,Everyone,Free,10000000,4.0,1,0,59973.0
Lifestyle,0.0,0.0,Everyone,Free,5000000,4.4,1,0,155693.0
Productivity,16.0,0.0,Everyone,Free,50000000,4.5,1,0,870928.0
Social,3.1,0.0,Everyone,Free,1000,4.4,1,0,19.0
Lifestyle,0.0,2.49,Everyone,Paid,10000,4.8,0,1,10249.0
Business,12.0,0.0,Everyone,Free,5000000,4.0,1,0,8941.0
Family,9.0,0.0,Everyone,Free,100000,4.6,1,0,20178.0
Books And Reference,22.0,0.0,Everyone,Free,10000000,4.2,1,0,210534.0
Family,2.0,0.0,Everyone,Free,1000,4.2,1,0,14.0
Game,4.9,0.0,Everyone,Free,1000,4.2,1,0,9.0
Tools,3.3,0.0,Everyone,Free,500,4.9,1,0,19.0
Finance,0.0,0.0,Everyone,Free,1000000,4.0,1,0,44545.0
House And Home,0.0,0.0,Everyone,Free,5000000,4.5,1,0,103305.0
Parenting,5.5,0.0,Everyone,Free,5000,4.5,1,0,36.0
Shopping,0.0,0.0,Teen,Free,100000000,4.6,1,0,5915428.75
Family,16.0,1.99,Everyone,Paid,5,4.6,0,1,1.0
Family,15.0,0.0,Everyone,Free,50000,4.5,1,0,227.0
Finance,61.0,0.0,Teen,Free,1000000,3.4,1,0,42497.0
Family,11.0,2.99,Everyone,Paid,1000,4.5,0,1,197.0
Family,2.6,0.0,Everyone,Free,10,4.5,1,0,0.0
Family,6.9,0.0,Everyone,Free,100000,4.7,1,0,2387.0
Communication,7.3,0.0,Everyone,Free,1000000,4.1,1,0,20901.0
Events,9.5,0.0,Everyone,Free,100000,4.0,1,0,3782.0
Sports,17.0,0.0,Everyone,Free,10000000,4.6,1,0,152760.0
Sports,10.0,0.0,Everyone,Free,100000,4.6,1,0,1981.0
Family,4.1,0.0,Teen,Free,1000,4.7,1,0,15.0
Tools,2.1,0.0,Everyone,Free,5000000,4.0,1,0,29944.0
Books And Reference,2.1,0.0,Everyone,Free,1000000,4.4,1,0,30105.0
Books And Reference,6.8,0.0,Everyone,Free,1000000,4.4,1,0,2709.0
Medical,11.0,0.0,Everyone,Free,100000,4.5,1,0,453.0
Social,1.5,0.0,Everyone,Free,1000000,4.2,1,0,22571.0
Family,2.4,0.0,Everyone,Free,10,4.2,1,0,0.0
Shopping,6.5,0.0,Everyone,Free,10000,4.7,1,0,68.0
Lifestyle,2.2,0.0,Everyone,Free,10000,4.3,1,0,45.0
Family,5.8,0.0,Everyone,Free,500000,4.3,1,0,1853.0
Photography,14.0,0.0,Teen,Free,1000,4.5,1,0,16.0
Video Players,1.6,0.0,Everyone,Free,10000000,3.8,1,0,165723.0
Video Players,5.6,0.0,Everyone,Free,1000000,4.3,1,0,7557.0
Auto And Vehicles,14.0,0.0,Everyone,Free,500000,4.0,1,0,1754.0
Productivity,0.0,0.0,Everyone,Free,10000000,4.7,1,0,536926.0
Family,16.0,0.99,Everyone,Paid,100,4.4,0,1,38.0
Family,17.0,0.0,Everyone,Free,50000,4.5,1,0,566.0
Health And Fitness,5.1,0.99,Everyone,Paid,10,4.5,0,1,0.0
Health And Fitness,32.0,0.0,Everyone,Free,1000000,4.3,1,0,16943.0
Travel And Local,21.0,0.0,Everyone,Free,1000000,3.1,1,0,5572.0
Food And Drink,0.0,0.0,Everyone,Free,5000000,4.5,1,0,61881.0
Business,24.0,0.0,Everyone,Free,1000,4.1,1,0,15.0
Maps And Navigation,14.0,0.0,Everyone,Free,100000,4.3,1,0,1240.0
Finance,20.0,0.0,Everyone,Free,1000,4.7,1,0,39.0
Personalization,3.0,0.0,Everyone,Free,100,4.5,1,0,2.0
Family,0.0,0.0,Everyone,Free,100000,3.9,1,0,306.0
Productivity,4.7,0.0,Everyone,Free,10000,4.0,1,0,499.0
Game,63.0,0.0,Everyone,Free,10000000,4.6,1,0,515448.5
Social,5.4,0.0,Everyone,Free,100,4.6,1,0,2.0
Shopping,18.0,0.0,Everyone,Free,500000,4.5,1,0,32014.0
Communication,3.8,0.0,Everyone,Free,100,4.5,1,0,4.0
Family,4.0,0.0,Everyone,Free,1000,4.2,1,0,34.0
Family,0.0,0.0,Everyone,Free,5000000,4.0,1,0,28136.0
Productivity,4.1,0.0,Everyone,Free,1000000,4.4,1,0,18669.0
Parenting,24.0,0.0,Everyone,Free,500000,4.2,1,0,2715.0
Books And Reference,0.0,0.0,Teen,Free,100000000,4.2,1,0,814115.5
Entertainment,24.0,0.0,Teen,Free,50000000,4.2,1,0,411683.0
Shopping,42.0,0.0,Teen,Free,100000000,4.3,1,0,908985.0
Shopping,22.0,0.0,Teen,Free,10000000,4.0,1,0,141598.5
Weather,13.0,0.0,Teen,Free,10000000,4.4,1,0,260137.0
Business,7.5,0.0,Everyone,Free,5,4.4,1,0,0.0
Family,31.0,0.0,Everyone,Free,1000000,4.3,1,0,6669.0
Family,66.0,0.0,Mature,Free,1000000,3.9,1,0,29415.0
Travel And Local,0.0,0.0,Everyone,Free,5000000,3.7,1,0,16976.5
Dating,4.4,0.0,Mature,Free,1000,5.0,1,0,5.0
Auto And Vehicles,35.0,0.0,Everyone,Free,100000,3.9,1,0,129.0
Game,54.0,0.0,Teen,Free,50000,4.1,1,0,395.0
Finance,32.0,0.0,Everyone,Free,1000000,4.3,1,0,24729.0
Social,62.0,0.0,Teen,Free,10000000,4.8,1,0,1261579.5
Social,19.0,0.0,Everyone,Free,1,4.8,1,0,0.0
Travel And Local,28.0,0.0,Everyone,Free,1000000,3.7,1,0,16815.0
Game,93.0,0.99,Everyone,Paid,100,4.7,0,1,15.0
Photography,17.0,0.0,Everyone,Free,100,4.7,1,0,2.0
Tools,3.0,0.0,Everyone,Free,100000,4.2,1,0,725.0
Tools,3.0,0.0,Everyone,Free,100000,4.3,1,0,2158.0
Tools,2.7,1.99,Everyone,Paid,1000,3.3,0,1,40.0
Tools,2.9,0.0,Everyone,Free,50000,4.0,1,0,202.0
Tools,2.7,1.99,Everyone,Paid,100,4.0,0,1,4.0
Medical,4.6,0.0,Everyone,Free,5,5.0,1,0,1.0
Medical,16.0,0.0,Everyone,Free,1000000,4.5,1,0,72167.0
Medical,48.0,14.99,Everyone,Paid,5000,4.1,0,1,80.0
Books And Reference,0.0,0.0,Everyone,Free,5000000,4.3,1,0,64513.0
Video Players,2.9,0.0,Everyone,Free,1000000,4.3,1,0,38607.0
Productivity,0.0,0.0,Everyone,Free,10000000,4.2,1,0,277794.0
Auto And Vehicles,16.0,0.0,Teen,Free,10000000,4.2,1,0,271920.0
Communication,0.0,0.0,Everyone,Free,100000000,4.2,1,0,781810.0
Personalization,4.9,0.0,Everyone,Free,500,3.0,1,0,12.0
Personalization,2.1,1.49,Everyone,Paid,5,3.0,0,1,0.0
Tools,2.3,0.0,Everyone,Free,10000,4.0,1,0,164.0
Tools,2.0,0.0,Everyone,Free,10000,4.5,1,0,502.0
Personalization,3.7,0.0,Everyone,Free,1000,4.5,1,0,16.0
Personalization,60.0,0.99,Everyone,Paid,100,5.0,0,1,1.0
Personalization,2.0,0.0,Everyone,Free,5000,3.6,1,0,53.0
Personalization,39.0,1.99,Everyone,Paid,100,4.6,0,1,29.0
Tools,3.7,0.0,Everyone,Free,1000000,4.6,1,0,1.0
Personalization,7.5,0.0,Everyone,Free,10000,4.5,1,0,61.0
Medical,29.0,0.0,Everyone,Free,50,4.5,1,0,0.0
Game,62.0,0.0,Everyone,Free,1000000,3.9,1,0,108336.0
Game,23.0,0.0,Teen,Free,50000000,4.5,1,0,548341.5
Game,57.0,0.0,Everyone,Free,100000000,4.6,1,0,3883589.0
Family,57.0,0.0,Everyone,Free,100000000,4.6,1,0,3881752.0
Family,99.0,0.0,Everyone,Free,10000000,4.6,1,0,253115.0
Game,97.0,0.0,Everyone,Free,100000000,4.4,1,0,5566625.4
Family,63.0,0.0,Everyone,Free,10000000,4.5,1,0,2634605.0
Family,88.0,0.0,Everyone,Free,10000000,4.5,1,0,384602.0
Game,48.0,0.0,Everyone,Free,50000000,4.2,1,0,829753.0
Game,82.0,0.0,Everyone,Free,50000000,4.2,1,0,3846378.0
Family,91.0,0.0,Everyone,Free,5000000,4.7,1,0,227401.0
Family,99.0,0.0,Everyone,Free,10000000,4.5,1,0,596628.0
Game,46.0,0.0,Everyone,Free,100000000,4.4,1,0,2610539.0
Game,46.0,0.0,Everyone,Free,5000000,4.5,1,0,43645.0
Game,45.0,0.0,Everyone,Free,100000000,4.3,1,0,1218055.0
Family,46.0,0.0,Teen,Free,5000000,4.0,1,0,73185.0
Game,48.0,0.0,Teen,Free,50,4.0,1,0,0.0
Family,58.0,0.0,Everyone,Free,5000000,4.6,1,0,361852.0
Entertainment,9.6,0.0,Teen,Free,100000,4.2,1,0,2442.0
Art And Design,6.1,0.0,Everyone,Free,100000,4.1,1,0,203.0
Lifestyle,36.0,0.0,Everyone,Free,1000000,4.2,1,0,10944.0
Family,44.0,0.0,Everyone,Free,10000,4.7,1,0,54.0
Family,82.0,0.0,Everyone,Free,5000000,4.7,1,0,198480.0
Art And Design,11.0,0.0,Everyone,Free,100000,4.5,1,0,5035.0
Books And Reference,8.0,0.0,Everyone,Free,100,4.5,1,0,0.0
Personalization,3.2,0.0,Everyone,Free,1000000,4.7,1,0,32613.0
Social,63.0,0.0,Teen,Free,50000,4.8,1,0,3782.0
Family,29.0,0.0,Teen,Free,1000000,3.3,1,0,10449.0
Family,23.0,3.99,Mature,Paid,100,4.8,0,1,17.0
Family,28.0,0.0,Teen,Free,1000000,3.5,1,0,33944.0
Shopping,5.2,0.0,Everyone,Free,1000,3.5,1,0,14.0
Books And Reference,2.7,0.0,Everyone,Free,10000,3.5,1,0,161.0
Game,29.0,0.0,Everyone,Free,100000000,4.2,1,0,1185148.0
Tools,2.9,0.0,Everyone,Free,50000,4.2,1,0,522.0
Tools,2.9,0.99,Everyone,Paid,500,4.5,0,1,14.0
Communication,2.2,0.0,Everyone,Free,1000000,4.3,1,0,15439.0
Medical,24.0,0.0,Everyone,Free,500000,2.7,1,0,2657.0
Medical,24.0,0.0,Everyone,Free,100000,2.6,1,0,496.0
Tools,3.6,0.0,Everyone,Free,1000000,3.9,1,0,18751.0
Medical,2.6,1.5,Everyone,Paid,1000,4.2,0,1,74.0
Tools,0.0,0.0,Everyone,Free,100000000,4.5,1,0,1094094.0
Communication,17.0,0.0,Everyone,Free,100000,4.4,1,0,2939.0
Tools,5.0,0.0,Everyone,Free,10000000,4.6,1,0,351267.0
Productivity,0.0,0.0,Everyone,Free,10000000,4.5,1,0,298848.5
Game,48.0,0.0,Teen,Free,1000000,4.1,1,0,21223.0
